       Omega           X           Y   Intensity        Size       Eig 1       Eig 2       Eig 3      Eigv 1      Eigv 2      Eigv 3      Eigv 4      Eigv 5      Eigv 6      Eigv 7      Eigv 8      Eigv 9
      690.00      956.00     1278.00    6664.587    1070.000      20.644       4.624       3.582       0.997      -0.044       0.062       0.075       0.514      -0.855      -0.006      -0.857      -0.516
      702.00      955.00     1279.00    1375.975      73.000       4.911       2.325       1.647       0.991      -0.120       0.062      -0.057      -0.788      -0.613      -0.123      -0.604       0.787
      720.50      952.50     1275.00     402.496      32.000       1.604       1.220       0.896      -0.116      -0.039      -0.485       0.042      -0.497       0.030       0.484       0.034      -0.119
      720.00      960.00     1283.00     196.568       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
      662.00     1142.00     1331.00     271.451      16.000       1.579       1.391       1.275      -0.348       0.029       0.937      -0.304       0.942      -0.142       0.887       0.334       0.319
      666.00     1142.00     1331.00     243.370       8.000       0.818       0.926       1.215       0.656      -0.408       0.533      -0.428      -0.753      -0.159      -0.411       0.128       0.811
      670.00     1142.00     1331.00     252.730       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      664.00     1286.00     1073.00     439.938       4.000       1.500       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
      668.00      892.00     1200.00    3098.284       2.000       0.500       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      671.00     1286.00     1073.00     599.064       2.000       0.500       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      674.00      892.00     1200.00    4006.240       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
      678.00     1286.00     1073.00     496.100       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
      681.00     1110.00     1047.00    2096.724       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      682.00      892.00     1200.00    1319.813       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
      685.00     1286.00     1073.00     383.775       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
      687.00      892.00     1200.00     439.938       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      690.00      892.00     1200.00    1909.516       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      693.00     1286.00     1073.00     486.739       2.000       0.500       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      694.00     1202.00     1262.00     374.415       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      696.00      892.00     1200.00    1619.345       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
      700.00     1286.00     1073.00     636.505       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
      703.00      892.00     1200.00    2209.048       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
      707.00     1286.00     1073.00     505.460       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
      710.00     1253.00     1262.00     234.009       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      711.00      892.00     1200.00    1759.750       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      715.00     1286.00     1073.00     346.334       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
      717.00     1110.00     1047.00    4755.070       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      717.00      892.00     1200.00    1029.641       2.000       0.500       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
